PitchNo,Date,PAofInning,PitchofPA,PitcherThrows,BatterSide,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
129,2026-04-03,7,3,Left,Right,Undefined,4,Bottom,2,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,81.75254,-1.959219,2.332476,1949.683048,132.669215,10:30,6.26783,-1.55796,6.57556,-26.07982,15.35398,-14.99115,2.29651,-0.66809,73.79885,-6.934449,-0.393101,0.463286,,,,,,,,,,,,8.56071,9.14902,1.40298,50.0,6.12215,-4.27754,-118.55248,-4.72036,11.97311,26.3148,-19.37811,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,f0a94e10-2fcb-11f1-93cd-177b868d640b,81.35898,,,7.95369,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:13:58.17,2026-04-03T19:13:58.1766144-07:00,2026-04-04T02:13:58.1766144Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,7051aac1-0fc8-411d-a251-21c93fa64ffe,53.92244,-119.41996,13.1574,6.26723,-4.08155,-9.68906,1.55049,-4.67224,5.98656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
130,2026-04-03,7,4,Left,Right,Undefined,4,Bottom,2,1,2,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,82.30098,-0.458317,1.407291,2412.459803,311.495184,4:30,6.163,-1.73392,5.80732,-52.91235,-10.49127,13.67457,1.32727,0.71469,74.29556,-10.137295,3.864713,0.468773,,,,,,,,,,,,-6.45603,-4.69733,1.6103,50.0,6.09437,-3.47981,-119.30911,-2.79158,-9.04115,29.03526,-38.75224,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,001eac00-2fcc-11f1-93cd-177b868d640b,80.40663,,,8.00542,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:14:24.11,2026-04-03T19:14:24.1123328-07:00,2026-04-04T02:14:24.1123328Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,9687f27d-c930-4cc4-8a8b-14f0fdd95f61,54.69432,-120.44611,14.51763,6.17398,-1.27408,-19.37612,1.73963,-3.12576,-4.52057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
131,2026-04-03,7,5,Left,Right,Undefined,4,Bottom,2,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,82.50755,-0.049284,2.50769,1909.906814,124.804015,10:15,6.14612,-1.54209,6.49412,-27.47919,13.33772,-17.01591,3.8109,-0.6565,74.19124,-5.290607,-0.579145,0.459824,,,,,,,,,,,,9.61461,7.43473,1.37239,50.0,6.13075,-4.59248,-119.6698,-0.83565,13.68787,27.02745,-21.58961,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,0deb6300-2fcc-11f1-93cd-177b868d640b,81.97145,,,8.31631,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:14:47.26,2026-04-03T19:14:47.2693248-07:00,2026-04-04T02:14:47.2693248Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,76b37f19-67bd-43ee-89e1-ee42b2c3b562,54.0034,-120.57058,13.51373,6.14661,-0.11611,-10.7948,1.53305,-5.04868,6.84393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
132,2026-04-03,7,6,Left,Right,Undefined,4,Bottom,2,3,2,Curveball,Slider,BallCalled,Walk,Undefined,Undefined,0,1,78.60215,1.876011,0.490686,2404.64395,286.140756,3:30,6.13923,-1.6924,5.98325,-48.87306,-2.35543,14.65178,3.80611,-0.01658,69.95595,-7.217899,3.125791,0.490885,,,,,,,,,,,,-7.20689,-1.2378,1.64624,50.0,6.26185,-1.55296,-113.80322,2.16987,-9.13437,27.40678,-33.74288,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,1fb697d0-2fcc-11f1-93cd-177b868d640b,76.78459,,,8.6462,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:15:17.07,2026-04-03T19:15:17.0775040-07:00,2026-04-04T02:15:17.0775040Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,9a7095fa-1f5f-4217-9f91-56d0ebfc2641,54.51326,-114.88498,13.70339,6.14992,3.50173,-16.87144,1.70042,-1.19241,-4.56719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
133,2026-04-03,8,1,Left,Left,Undefined,4,Bottom,2,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,91.21362,-2.951337,2.355481,2394.813236,167.331788,11:30,6.55789,-1.19755,6.73649,-12.26087,21.22206,-4.4654,2.83458,0.58397,81.2381,-5.410717,1.542253,0.416469,,,,,,,,,,,,3.11004,12.45816,1.04321,50.0,6.35675,-5.2317,-131.96663,-6.98798,5.3408,34.93738,-10.7799,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,5dcdfa90-2fcc-11f1-93cd-177b868d640b,90.5047,,,9.97551,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:17:01.33,2026-04-03T19:17:01.3364224-07:00,2026-04-04T02:17:01.3364224Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,35c1ab3e-f349-4e9f-9faf-6fc659c5d5ac,53.75345,-132.95662,17.46869,6.55044,-6.68252,-5.38995,1.1936,-5.38303,2.6704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
134,2026-04-03,8,2,Left,Left,Undefined,4,Bottom,2,0,1,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,81.05761,0.165201,2.907176,2575.193681,309.953091,4:15,6.20485,-1.84222,6.55274,-50.63515,-8.86359,12.16253,2.13694,1.83948,74.46849,-9.193698,5.116384,0.46517,,,,,,,,,,,,-5.46292,-4.21481,1.63687,50.0,6.19611,-6.41377,-117.7637,-1.19619,-7.602,24.25855,-38.03922,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,6aa6b4a0-2fcc-11f1-93cd-177b868d640b,81.02938,,,6.58912,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:17:22.80,2026-04-03T19:17:22.8044288-07:00,2026-04-04T02:17:22.8044288Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,52162bef-9631-4122-a7c4-601acd8c86be,53.95095,-118.57478,12.12927,6.21484,0.07564,-19.01961,1.84707,-6.15959,-3.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
135,2026-04-03,8,3,Left,Left,Undefined,4,Bottom,2,1,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,77.85072,1.319326,1.581467,2506.501392,317.009692,4:30,6.3192,-1.75353,5.73319,-58.30893,-11.5452,12.19072,2.6895,0.73555,71.26205,-9.320199,3.765711,0.492182,,,,,,,,,,,,-5.70748,-5.80579,1.61413,50.0,6.39355,-3.58223,-113.02679,0.67027,-7.30344,22.67981,-39.60328,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,76615480-2fcc-11f1-93cd-177b868d640b,76.58228,,,6.58868,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:17:42.47,2026-04-03T19:17:42.4756224-07:00,2026-04-04T02:17:42.4756224Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,f6697796-5ba3-4a95-b8b8-07fa64a87827,54.77151,-113.98021,11.33991,6.33038,2.33513,-19.80164,1.75826,-3.2752,-3.65172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
136,2026-04-03,8,4,Left,Left,Undefined,4,Bottom,2,1,2,Curveball,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,0,0,81.84682,0.362682,1.762492,2490.032545,332.037932,5:00,6.18012,-1.68923,5.92681,-56.28416,-14.24139,8.29721,1.82648,0.63818,74.92195,-9.917822,3.256325,0.466678,,,,,,,,,,,,-3.70169,-7.00221,1.54354,50.0,6.17748,-3.97855,-118.8757,-1.16743,-5.22994,25.47899,-42.06711,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,84b3dd50-2fcc-11f1-93cd-177b868d640b,80.76759,,,6.92487,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:18:06.56,2026-04-03T19:18:06.5638400-07:00,2026-04-04T02:18:06.5638400Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,ea0f2b73-c2a8-402c-a613-1eae2d6d1d15,54.57808,-119.85292,12.7395,6.19132,0.44601,-21.03356,1.69229,-3.77796,-2.61497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
166,2026-04-03,1,1,Left,Right,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,InPlay,Undefined,Bunt,Single,0,0,90.6303,-1.09125,0.8029,2220.601282,166.624536,11:30,6.57311,-1.0396,6.53156,-13.30103,20.72434,-4.60835,4.4634,-0.68702,80.71905,-3.742036,-0.034107,0.41983,,,,,,,,,,,,2.68839,11.60119,0.98558,50.0,6.49123,-1.65296,-131.43717,-2.77057,4.57372,34.99073,-12.4372,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,3936e270-2fcf-11f1-93cd-177b868d640b,89.78033,,,9.91125,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:37:28.46,2026-04-03T19:37:28.4622336-07:00,2026-04-04T02:37:28.4622336Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,8f1e79a6-57f8-41a5-a41e-ce9d1739158c,53.96522,-132.48857,17.49536,6.56886,-2.39686,-6.2186,1.03731,-1.79039,2.28686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
167,2026-04-03,2,1,Left,Left,Undefined,5,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,90.26348,-1.806141,2.811065,2368.708881,162.111806,11:30,6.49917,-1.2958,6.69276,-13.98631,20.04296,-6.04626,3.67929,0.77328,80.76884,-4.575933,1.711449,0.419853,,,,,,,,,,,,4.10307,11.49375,1.11018,50.0,6.37235,-6.17459,-130.78801,-4.40373,6.94952,33.28126,-12.70665,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,99f93d60-2fcf-11f1-93cd-177b868d640b,89.77525,,,9.49464,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:40:10.75,2026-04-03T19:40:10.7532800-07:00,2026-04-04T02:40:10.7532800Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,106c2742-2b7d-4283-90e9-c3ca1af50301,53.80292,-131.75218,16.64063,6.49459,-4.03562,-6.35332,1.29198,-6.37592,3.47476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
168,2026-04-03,2,2,Left,Left,Undefined,5,Bottom,0,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,90.22436,-2.884027,2.059054,2367.507833,153.958653,11:15,6.59123,-1.23124,6.71601,-12.82847,21.07438,-9.6743,2.88183,-0.15434,81.10556,-5.430921,0.296782,0.419073,,,,,,,,,,,,5.71437,12.37713,1.09771,50.0,6.39408,-4.31037,-130.7734,-6.82535,9.71622,32.24315,-11.12902,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,a5a7f660-2fcf-11f1-93cd-177b868d640b,89.94244,,,9.1188,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:40:30.33,2026-04-03T19:40:30.3390208-07:00,2026-04-04T02:40:30.3390208Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,f27b1474-1a82-4df8-a7b5-17b89c9e0689,53.78085,-131.7023,16.12158,6.5861,-6.50473,-5.56451,1.22592,-4.59029,4.85811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
169,2026-04-03,2,3,Left,Left,Undefined,5,Bottom,0,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,91.24503,-2.200649,2.913991,2390.571776,156.172593,11:15,6.52095,-1.24146,6.84555,-12.15418,20.7606,-8.63422,3.49777,0.69855,82.12574,-4.625617,1.339189,0.412921,,,,,,,,,,,,5.46378,12.01087,1.05721,50.0,6.37452,-6.38908,-132.29826,-5.29789,9.52912,32.42854,-11.2265,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,b0a364f0-2fcf-11f1-93cd-177b868d640b,91.28249,,,9.1193,,,,,,,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:40:48.84,2026-04-03T19:40:48.8404480-07:00,2026-04-04T02:40:48.8404480Z,,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,638bc476-e6b1-4201-91a8-6d666613fdb6,53.65184,-133.19038,16.21427,6.51602,-4.98905,-5.61325,1.23658,-6.65123,4.76456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
170,2026-04-03,2,4,Left,Left,Undefined,5,Bottom,0,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,90.42155,-3.24697,2.372892,2308.313973,159.946402,11:15,6.52576,-1.13917,6.73953,-11.08717,22.67159,-7.81012,2.62922,0.37942,81.26437,-5.477152,0.950378,0.418181,76.09318,13.332763,-165.137289,2273.116885,,,,113.61303,54.0735,-173.614564,1.257419,4.90555,13.41245,0.98552,50.0,6.30677,-5.12529,-131.02808,-7.61735,8.36637,32.58838,-9.29937,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,bcad5d50-2fcf-11f1-93cd-177b868d640b,90.13419,9.27082,,9.15718,,,,1.83106,2.40175,-0.38048,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:41:09.03,2026-04-03T19:41:09.0365952-07:00,2026-04-04T02:41:09.0365952Z,LineDrive,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,dc3cfc80-6ae5-4d36-b62d-c98cc9c24ffe,53.75948,-131.9598,16.29419,6.52075,-7.35148,-4.64968,1.13548,-5.36449,4.18318,,1.83106,-104.96189,10.4909,0.60949,-0.38636,0.17655,-0.04565,0.00814,-0.00099,2.40175,25.73638,-26.13144,4.15862,-0.89752,0.20652,-0.03788,0.00709,-0.00087,-0.38048,-27.85506,18.23823,-3.95682,0.9252,-0.19937,0.03681,-0.00746,0.00094,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,,
171,2026-04-03,2,5,Left,Left,Undefined,5,Bottom,0,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,91.917,-2.567542,1.061531,2325.063771,156.572511,11:15,6.56251,-1.08138,6.41557,-9.44331,23.68513,-9.7078,3.41301,-0.91429,82.23924,-4.49514,-0.697507,0.414259,74.05168,12.157062,-168.250186,2428.567127,,,,124.06335,54.22476,-172.948874,1.363985,5.40048,13.56839,1.0095,50.0,6.37414,-2.06043,-133.2318,-6.10676,9.48803,34.64592,-8.33597,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,c981aa90-2fcf-11f1-93cd-177b868d640b,90.98759,9.33548,,9.67776,,,,1.63677,2.81522,1.2809,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:41:30.46,2026-04-03T19:41:30.4692224-07:00,2026-04-04T02:41:30.4692224Z,GroundBall,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,7da99077-effc-470b-a387-849b8ab7382f,54.08238,-134.28919,17.32296,6.55664,-5.85235,-4.16799,1.0768,-2.35,4.74402,65.364259,1.63676,-103.94596,8.43592,0.85411,-0.81823,1.09937,-0.80386,0.26848,-0.03254,2.81522,22.87196,-21.49305,2.64311,-0.21337,-0.14551,0.2414,-0.13344,0.02582,1.28089,-21.61922,8.12654,-0.86547,-0.33463,0.74404,-0.60828,0.22749,-0.03208,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,,,
172,2026-04-03,2,6,Left,Left,Undefined,5,Bottom,0,2,2,Curveball,Curveball,InPlay,Undefined,GroundBall,Out,2,0,81.88923,0.093062,0.97882,2618.279935,311.803606,4:30,6.21856,-1.63822,5.85077,-54.2203,-12.20253,15.16871,1.78669,0.5355,75.12069,-9.796887,3.707024,0.466539,71.39339,-21.28765,-11.803812,,,,,5.12247,4.79814,-15.806603,0.049398,-7.46638,-5.87264,1.54971,50.0,6.19449,-2.62235,-118.98837,-1.66663,-10.58896,25.12778,-40.50275,UCLA,SOU_TRO,UCLA,D1,BIG10,20260403-UCLA-1,d4edb540-2fcf-11f1-93cd-177b868d640b,80.7916,1.8827,,6.76854,,,,0.19899,1.8827,-0.40688,8706eeeb-197c-48b2-8682-8fcfdee48568,2026-04-04,02:41:49.61,2026-04-03T19:41:49.6124928-07:00,2026-04-04T02:41:49.6124928Z,GroundBall,v3,5048,5047,3bf1e99d93844ebcbc81b0028a6f3ea7,"Tejada III, Richard",1000369801,Right,SOU_TRO,b80ce423-3a4d-4ecc-aee0-401f2f2fc32c,54.6545,-119.96727,12.56389,6.22867,-0.08876,-20.25138,1.64384,-2.20983,-5.29448,180.0,0.19703,95.74866,,,,,,,,1.88348,-38.11302,,,,,,,,-0.40647,-20.00959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,,,,
11,2026-03-13,1,1,Left,Left,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,90.15845,-3.612101,0.589878,2212.310159,167.515731,11:30,6.46979,-0.88937,6.31239,-13.79607,20.82029,-4.31221,1.9882,-0.70533,80.86914,-6.315968,-0.190341,0.42346,,,,,,,,,,,,2.42488,12.40536,0.84804,50.0,6.19809,-1.16293,-130.52862,-8.54643,4.09299,33.01766,-11.23488,NOR_CAT,SOU_TRO,Northwestern,D1,BIG10,20260313-Northwestern-2,8667ecf0-1f18-11f1-b059-6df1eadab0b4,89.01067,,,9.28931,,,,,,,41bd8b16-2b7d-4aec-a912-905196e769c2,2026-03-13,20:09:22.68,2026-03-13T15:09:22.6855424-05:00,2026-03-13T20:09:22.6855424Z,,v3,471395,5047,35068,"Tejada III, Richard",1000369801,Right,SOU_TRO,3738118b-bb3a-4039-830c-4238dd25fe3d,54.18278,-131.58242,16.50883,6.46513,-8.18786,-5.61744,0.88724,-1.29357,2.0465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
12,2026-03-13,1,2,Left,Left,Undefined,1,Bottom,0,0,1,Curveball,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,79.59128,-2.667593,2.762997,2387.707551,288.783426,3:45,6.04771,-1.54005,5.91997,-47.6153,-2.45366,12.09564,-0.40045,2.03399,72.43464,-11.354649,4.938432,0.483678,,,,,,,,,,,,-5.30252,0.07098,1.31157,50.0,5.80668,-6.00373,-115.21583,-6.87642,-6.95166,26.3321,-32.081,NOR_CAT,SOU_TRO,Northwestern,D1,BIG10,20260313-Northwestern-2,8f7ff580-1f18-11f1-b059-6df1eadab0b4,77.92882,,,7.15664,,,,,,,41bd8b16-2b7d-4aec-a912-905196e769c2,2026-03-13,20:09:37.92,2026-03-13T15:09:37.9242496-05:00,2026-03-13T20:09:37.9242496Z,,v3,471395,5047,35068,"Tejada III, Richard",1000369801,Right,SOU_TRO,34d22da1-2ea0-4ded-9ca8-1813e740e1a1,54.5804,-116.25794,13.16605,6.05369,-5.60679,-16.0405,1.54373,-5.72861,-3.47583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
13,2026-03-13,1,3,Left,Left,Undefined,1,Bottom,0,0,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,79.94299,-1.818912,1.9629,2434.263731,320.615569,4:45,6.12606,-1.45731,5.799,-65.35996,-20.52387,18.12706,-1.01397,1.87972,73.36597,-13.597718,5.231217,0.481931,,,,,,,,,,,,-8.77504,-9.78477,1.28442,50.0,5.93637,-4.63018,-115.97683,-5.84178,-11.63878,26.98299,-45.15203,NOR_CAT,SOU_TRO,Northwestern,D1,BIG10,20260313-Northwestern-2,9dc11930-1f18-11f1-b059-6df1eadab0b4,78.21122,,,6.57702,,,,,,,41bd8b16-2b7d-4aec-a912-905196e769c2,2026-03-13,20:10:01.94,2026-03-13T15:10:01.9484160-05:00,2026-03-13T20:10:01.9484160Z,,v3,471395,5047,35068,"Tejada III, Richard",1000369801,Right,SOU_TRO,94089df6-5382-4ea3-9392-a4c5967f5116,54.70694,-117.06682,13.4915,6.13551,-4.01784,-22.57602,1.46196,-4.16003,-5.81939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
14,2026-03-13,2,1,Left,Right,Undefined,1,Bottom,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,91.35348,-4.496693,0.883404,2271.889296,152.279528,11:00,6.4737,-1.10592,6.35506,-12.25595,21.23418,-10.50902,1.30453,-1.16851,82.53983,-6.89781,-1.019407,0.416514,,,,,,,,,,,,5.74988,12.85827,1.04652,50.0,6.14112,-1.60686,-132.24777,-10.66734,10.0333,32.07446,-9.73687,NOR_CAT,SOU_TRO,Northwestern,D1,BIG10,20260313-Northwestern-2,b1ed2160-1f18-11f1-b059-6df1eadab0b4,90.49496,,,8.81365,,,,,,,41bd8b16-2b7d-4aec-a912-905196e769c2,2026-03-13,20:10:35.74,2026-03-13T15:10:35.7488128-05:00,2026-03-13T20:10:35.7488128Z,,v3,471395,5047,35068,"Tejada III, Richard",1000369801,Right,SOU_TRO,259e7234-5d94-4a5c-9da5-8c59d60c8efe,54.14292,-133.24878,16.03723,6.46929,-10.36346,-4.86844,1.10155,-1.91999,5.01665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
15,2026-03-13,2,2,Left,Right,Undefined,1,Bottom,1,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,82.10842,-2.290032,1.612844,1610.883653,124.069148,10:15,6.17015,-1.45673,6.47504,-27.8047,13.358,-17.53257,1.74815,-1.43627,74.3347,-7.55219,-1.571991,0.461767,,,,,,,,,,,,9.63264,8.18071,1.34995,50.0,5.99664,-2.70394,-119.1079,-5.51144,13.61309,26.34274,-20.61284,NOR_CAT,SOU_TRO,Northwestern,D1,BIG10,20260313-Northwestern-2,bb824930-1f18-11f1-b059-6df1eadab0b4,81.62648,,,7.77372,,,,,,,41bd8b16-2b7d-4aec-a912-905196e769c2,2026-03-13,20:10:51.67,2026-03-13T15:10:51.6720640-05:00,2026-03-13T20:10:51.6720640Z,,v3,471395,5047,35068,"Tejada III, Richard",1000369801,Right,SOU_TRO,cb5433a9-84d8-4b72-a420-819a78e97523,54.02224,-119.99419,13.17137,6.1704,-4.81794,-10.30642,1.44863,-3.16195,6.80655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
