PitchNo,Date,PAofInning,PitchofPA,PitcherThrows,BatterSide,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
210,2026-04-10,2,2,Left,Right,Undefined,8,Top,1,0,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,92.41845,-3.466284,1.79108,2412.172051,163.334098,11:30,6.48479,-1.02351,5.96189,-7.6252,25.62494,-7.29571,2.62979,0.02981,83.04376,-5.04226,0.481206,0.415019,,,,,,,,,,,,4.29736,14.57887,0.88535,50.0,6.20508,-3.85527,-133.75547,-8.18669,7.65648,33.29632,-6.19927,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,887a0f00-355c-11f1-a671-5d1d2493b561,90.82098,,,9.37469,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:11:36.24,2026-04-10T21:11:36.2414592-07:00,2026-04-11T04:11:36.2414592Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,91bd02ee-58d7-41ea-896f-481121517221,54.53197,-134.87891,16.64816,6.47778,-7.97752,-3.09963,1.01978,-4.11361,3.82824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
211,2026-04-10,2,3,Left,Right,Undefined,8,Top,1,0,2,Curveball,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,83.6488,-1.176466,0.807987,2487.908239,319.90366,4:45,6.09481,-1.55785,5.62177,-49.99483,-9.02414,8.81544,0.83046,-0.06919,76.14483,-10.272453,2.388337,0.460689,,,,,,,,,,,,-4.24945,-3.88347,1.48303,50.0,5.96202,-2.06481,-121.34698,-4.26711,-6.21545,27.96627,-37.85419,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,950915e0-355c-11f1-a671-5d1d2493b561,81.81752,,,7.50397,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:11:57.22,2026-04-10T21:11:57.2259328-07:00,2026-04-11T04:11:57.2259328Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,4c164089-b2f4-458e-9cb9-656f2711416d,54.87769,-122.46596,13.98313,6.10246,-2.7525,-18.9271,1.56068,-1.81612,-3.10773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
212,2026-04-10,3,1,Left,Right,Undefined,8,Top,2,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,80.05017,0.314008,0.910914,2486.40766,309.399482,4:15,5.99878,-1.79655,5.55872,-53.35322,-8.42138,12.22934,1.84609,0.07368,72.56345,-9.422099,3.097639,0.482446,,,,,,,,,,,,-5.88378,-3.90957,1.70961,50.0,5.99083,-2.33202,-116.09391,-1.20889,-7.86179,25.97932,-37.39792,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,be1d7160-355c-11f1-a671-5d1d2493b561,78.12785,,,7.48672,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:13:06.17,2026-04-10T21:13:06.1741568-07:00,2026-04-11T04:13:06.1741568Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,42fbf74b-c888-4229-90ee-a9b22aa1905b,54.93958,-117.19407,12.98966,6.00848,0.37482,-18.69896,1.80132,-1.99909,-3.9309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
213,2026-04-10,3,2,Left,Right,Undefined,8,Top,2,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,83.12495,-1.422816,3.025201,1765.87566,151.404152,11:00,6.11208,-1.4138,6.01526,-19.25686,21.55265,-10.94697,3.18726,0.47882,75.05852,-5.126073,1.059489,0.459782,,,,,,,,,,,,6.525,11.9178,1.18215,50.0,5.98984,-5.92502,-120.42097,-3.47994,9.46433,26.04894,-14.88762,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,c745f4b0-355c-11f1-a671-5d1d2493b561,81.97892,,,8.06643,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:13:21.51,2026-04-10T21:13:21.5145472-07:00,2026-04-11T04:13:21.5145472Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,6e5e5a08-72a0-4474-9aa8-b0e4643f1551,54.47831,-121.38583,13.02447,6.10853,-2.9285,-7.44381,1.40811,-6.27558,4.73217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
214,2026-04-10,3,3,Left,Right,Undefined,8,Top,2,0,2,Curveball,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,83.30681,-0.285541,1.399434,2600.795136,305.299092,4:15,6.10746,-1.60054,5.6087,-51.58511,-10.17249,16.44776,1.5421,1.0766,75.66107,-9.676635,4.342619,0.463167,,,,,,,,,,,,-7.92796,-4.72713,1.46983,50.0,6.04949,-3.61541,-120.84065,-2.43958,-11.47156,28.25106,-39.01407,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,d34bce60-355c-11f1-a671-5d1d2493b561,81.37974,,,7.64574,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:13:41.76,2026-04-10T21:13:41.7610000-07:00,2026-04-11T04:13:41.7610000Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,3142b24f-d20c-4d8f-bf57-c8645601f770,54.89111,-121.97877,14.12553,6.11611,-0.86786,-19.50703,1.60617,-3.15327,-5.73578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.11573,,,1.490527,,,,-0.27819,6.12491,3.79867,74.78693,7.6054,-49.99774,-0.23397,53.60146,-2.20666,6.20095,23.0519,-14.85974,3.72061,-40.60923,3.08886,High,High,High,,,High,High,High,,,
249,2026-04-10,1,1,Left,Right,Undefined,9,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,89.81764,-4.769249,2.260249,2280.892825,164.640339,11:30,6.33561,-1.20771,6.21055,-9.98048,25.07663,-6.51524,1.08875,0.33642,80.71462,-6.778499,1.085485,0.426147,,,,,,,,,,,,4.16193,15.03513,1.04149,50.0,5.9722,-4.86096,-129.8216,-11.01461,6.96295,32.16639,-7.02003,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,ebf80ab0-3560-11f1-a671-5d1d2493b561,88.44934,,,9.10301,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:43:01.23,2026-04-10T21:43:01.2393472-07:00,2026-04-11T04:43:01.2393472Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,f3b044a6-34dc-4495-a1de-74532c7473a6,54.28592,-130.87922,16.0832,6.33056,-10.7838,-3.51001,1.20508,-5.08991,3.48148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
250,2026-04-10,1,2,Left,Right,Undefined,9,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,Popup,Out,1,0,89.91728,-2.661828,2.508693,2289.387478,159.501907,11:15,6.42744,-1.16839,5.98297,-12.12064,22.75899,-8.04308,2.94608,0.48807,81.28948,-5.042667,1.064712,0.425067,75.68274,56.876732,-34.129954,,92.93909,115.41487,-58.84141,192.03223,190.22349,-31.36437,5.421195,4.92705,12.90001,0.97476,50.0,6.21047,-5.37028,-130.28006,-6.3431,8.37154,30.28145,-10.2557,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,f69af900-3560-11f1-a671-5d1d2493b561,88.67415,115.42001,,8.62779,,,,1.73829,2.92917,-0.45723,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:43:18.96,2026-04-10T21:43:18.9618176-07:00,2026-04-11T04:43:18.9618176Z,Popup,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,6cccba0b-1e32-495c-8ec5-8cbc25d68118,54.51346,-131.32495,15.14073,6.42324,-5.98922,-5.12785,1.16505,-5.65915,4.18577,183.742101,1.74017,50.16837,-10.22543,2.2989,-0.26048,-0.00384,0.00451,-0.00033,-0.0,2.933,92.88515,-22.85365,1.91925,-0.04235,-0.13015,0.04276,-0.00583,0.0003,-0.45879,-33.99972,7.71001,-1.70831,0.19769,-0.00122,-0.00189,2e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,73.36267,23.49224,-24.20245
251,2026-04-10,2,1,Left,Left,Undefined,9,Top,1,0,0,Fastball,Four-Seam,FoulBallFieldable,Undefined,Undefined,Undefined,0,0,91.2462,-2.889446,1.734327,2369.985624,148.195621,11:00,6.31353,-1.15293,6.07361,-11.78292,22.11556,-12.93316,2.65455,-0.62545,82.12024,-5.216238,-0.593886,0.419046,56.24071,65.385853,-61.937774,,,,,,30.88036,,,7.22,12.69241,1.02548,50.0,6.0835,-3.44829,-132.1992,-6.93467,12.5666,32.51816,-10.08264,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,0c16d9c0-3561-11f1-a671-5d1d2493b561,89.94823,53.41099,,9.12595,,,,1.02693,2.61888,0.62955,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:43:55.06,2026-04-10T21:43:55.0637568-07:00,2026-04-11T04:43:55.0637568Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,e149ce3d-d387-41d0-b6ce-6500c5732b71,54.42183,-133.28243,16.25908,6.30891,-6.5988,-5.04132,1.14732,-3.8669,6.2833,346.307185,1.02693,16.16211,0.32236,-0.57904,0.16543,-0.13074,0.19033,-0.16716,0.0552,2.61888,74.99098,-25.25361,2.59408,-0.63889,0.47231,-0.66512,0.54032,-0.16819,0.62955,-30.31701,1.98274,0.33034,-0.12208,0.11547,-0.17269,0.15771,-0.05332,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,65.34542,5.82192,2.43667
252,2026-04-10,2,2,Left,Left,Undefined,9,Top,1,0,1,Curveball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,81.30351,0.686608,0.918989,2355.999225,307.47254,4:15,6.13787,-1.68806,5.57325,-51.17381,-7.99122,12.32009,2.51481,0.19704,74.14477,-8.648211,3.120938,0.472962,,,,,,,,,,,,-5.91256,-3.76358,1.60087,50.0,6.16382,-2.39561,-117.99789,-0.3964,-8.2358,24.97516,-37.41647,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,1fae1c00-3561-11f1-a671-5d1d2493b561,79.69451,,,7.15875,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:44:27.88,2026-04-10T21:44:27.8804480-07:00,2026-04-11T04:44:27.8804480Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,45362d4d-bb02-4437-a1c4-d7e724b40251,54.92521,-119.03579,12.48758,6.14799,1.15852,-18.70824,1.69331,-2.05336,-4.1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
253,2026-04-10,2,3,Left,Left,Undefined,9,Top,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,92.10487,-2.198082,3.645924,2335.754807,160.430207,11:15,6.3351,-1.01541,6.17085,-10.07615,22.87867,-7.72682,3.46017,1.71258,83.40548,-4.206905,2.256583,0.413172,,,,,,,,,,,,5.05315,12.77237,0.74284,50.0,6.16283,-8.16468,-133.40064,-5.3146,9.03663,30.73146,-9.33292,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,29a476a0-3561-11f1-a671-5d1d2493b561,91.22701,,,8.6994,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:44:44.71,2026-04-10T21:44:44.7150080-07:00,2026-04-11T04:44:44.7150080Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,8409c93f-f242-4120-8c88-b0efbbc7be60,54.32387,-134.39303,15.36573,6.32958,-5.01321,-4.66646,1.01121,-8.4565,4.51832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
254,2026-04-10,2,4,Left,Left,Undefined,9,Top,1,1,2,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,82.18974,0.522287,1.948034,2468.106013,318.546406,4:30,5.95491,-1.7206,5.69851,-54.02692,-11.703,11.64623,1.93965,1.06587,74.7068,-9.333973,4.033732,0.468235,75.13671,-1.574599,-41.367191,3283.075896,,,,27.26058,22.39507,-45.263007,0.251967,-5.26323,-5.66146,1.54982,50.0,5.9654,-4.52474,-119.21623,-0.81998,-7.43451,26.87366,-40.17108,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,35e29e60-3561-11f1-a671-5d1d2493b561,80.4989,1.36528,,7.48294,,,,-0.731,1.36528,-1.22778,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:45:05.16,2026-04-10T21:45:05.1687936-07:00,2026-04-11T04:45:05.1687936Z,GroundBall,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,3e55d965-2dcb-43b4-8207-bc20a0e22b29,54.80052,-120.2935,13.43683,5.966,0.79033,-20.08554,1.72523,-4.22672,-3.71725,,-0.72913,82.57407,-14.03736,,,,,,,1.36514,-3.02047,-9.51315,,,,,,,-1.22787,-72.79734,3.24594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,
255,2026-04-10,2,5,Left,Left,Undefined,9,Top,1,1,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,92.77427,-2.76802,2.474925,2318.235408,149.877685,11:00,6.36209,-1.14361,6.13217,-13.67926,19.10312,-10.37099,2.65938,0.28105,83.40326,-5.433224,0.606994,0.412089,91.05845,3.892707,-0.631062,1202.349993,,,,78.97075,74.37417,-1.518558,0.638138,6.155,11.11741,0.95977,50.0,6.14335,-5.356,-134.34935,-6.8482,11.05124,33.89467,-12.21281,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,498ccc60-3561-11f1-a671-5d1d2493b561,91.46664,3.52737,,9.37101,,,,0.58871,2.57795,-0.19929,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:45:38.16,2026-04-10T21:45:38.1698560-07:00,2026-04-11T04:45:38.1698560Z,GroundBall,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,78b51d86-5dcb-4548-8b59-c52d6261f77c,54.36262,-135.44551,16.94733,6.35844,-6.45324,-6.1064,1.13876,-5.7134,5.52562,31.21389,0.6142,132.69624,-15.65115,,,,,,,2.60586,8.47569,-19.74516,,,,,,,-0.19209,-1.6208,-2.14386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,,
256,2026-04-10,3,1,Left,Left,Undefined,9,Top,1,0,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,78.75248,1.091578,1.092672,2273.994327,318.477208,4:30,6.00818,-1.86227,5.47646,-55.09393,-8.11674,8.80437,2.43873,-0.10602,70.68592,-8.988098,2.663395,0.493304,,,,,,,,,,,,-4.01421,-3.90197,1.76027,50.0,6.06707,-2.53159,-114.04236,0.26489,-5.13449,26.59121,-37.16501,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,615ab370-3561-11f1-a671-5d1d2493b561,76.40807,,,8.06656,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:46:18.08,2026-04-10T21:46:18.0813824-07:00,2026-04-11T04:46:18.0813824Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,1abcebfd-2c1b-4ef1-b61e-a76558440c03,55.0193,-115.20676,13.29561,6.01984,1.89231,-18.5825,1.8662,-2.30676,-2.56724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
257,2026-04-10,3,2,Left,Left,Undefined,9,Top,1,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,92.18535,-4.205691,2.577992,2272.828004,162.697292,11:30,6.32756,-1.08157,6.11583,-10.3363,23.14915,-6.79906,1.56688,0.73694,82.51251,-6.27661,1.354567,0.416485,,,,,,,,,,,,4.38685,13.75355,0.88737,50.0,5.99906,-5.7032,-133.21267,-9.99862,7.70584,34.60741,-8.01489,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,6b6691e0-3561-11f1-a671-5d1d2493b561,90.5013,,,9.67284,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:46:35.01,2026-04-10T21:46:35.0166528-07:00,2026-04-11T04:46:35.0166528Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,d450b80b-a884-40c5-b544-2d477bc35a53,54.37831,-134.3453,17.30371,6.322,-9.73631,-4.00744,1.07815,-5.9554,3.85292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
258,2026-04-10,3,3,Left,Left,Undefined,9,Top,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,92.70203,-4.477352,3.276361,2393.741066,164.040391,11:30,6.42745,-1.138,6.11086,-7.165,26.04868,-7.06804,1.6752,1.30575,82.79955,-5.984292,2.006508,0.414792,,,,,,,,,,,,4.76937,15.3393,0.89001,50.0,6.07898,-7.35081,-133.81625,-10.54968,8.44598,35.16662,-5.00991,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,77059370-3561-11f1-a671-5d1d2493b561,90.8708,,,9.90248,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:46:54.41,2026-04-10T21:46:54.4137216-07:00,2026-04-11T04:46:54.4137216Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,ebbcc462-6c19-40d1-9f9b-62707c22d9ab,54.38315,-134.96322,17.58331,6.4204,-10.38628,-2.50496,1.13425,-7.62628,4.22299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
259,2026-04-10,3,4,Left,Left,Undefined,9,Top,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,92.60974,-2.871318,3.571028,2400.662283,162.464637,11:30,6.40531,-1.0821,6.20449,-9.44953,23.69675,-7.06658,2.96023,1.62937,82.49778,-4.800377,2.299536,0.41437,,,,,,,,,,,,4.86201,13.55717,0.81683,50.0,6.18395,-8.03601,-133.83017,-6.85411,8.59618,35.64987,-8.20461,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,8ea42d20-3561-11f1-a671-5d1d2493b561,90.96316,,,10.11196,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:47:34.06,2026-04-10T21:47:34.0643840-07:00,2026-04-11T04:47:34.0643840Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,2ff776d7-3f1f-4da7-a91d-2ca078408b0d,54.2868,-134.96726,17.82494,6.3984,-6.59242,-4.1023,1.07752,-8.31019,4.29809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
260,2026-04-10,3,5,Left,Left,Undefined,9,Top,1,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,82.14785,-0.520971,2.763127,2425.737714,320.699938,4:45,6.02541,-1.4718,5.7477,-53.48188,-10.89008,10.18859,1.083,1.95165,74.45782,-10.270752,4.588838,0.469715,,,,,,,,,,,,-4.23847,-4.95622,1.23585,50.0,5.94958,-6.14761,-119.02214,-2.93602,-5.92852,28.14799,-39.10656,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,9bd36ba0-3561-11f1-a671-5d1d2493b561,80.24532,,,7.69003,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:47:56.12,2026-04-10T21:47:56.1255936-07:00,2026-04-11T04:47:56.1255936Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,1dd25d3c-b1d7-432b-a83f-375589aa3b62,54.75082,-120.14042,14.074,6.03536,-1.38237,-19.55328,1.4754,-5.91208,-2.96426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
261,2026-04-10,3,6,Left,Left,Undefined,9,Top,1,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,92.12246,-2.552506,2.392564,2335.938248,166.4206,11:30,6.30157,-1.19575,6.25988,-10.71056,22.64214,-5.14709,3.0519,0.58264,82.09262,-4.711826,1.463734,0.415659,87.31677,19.007578,-41.195501,4394.259802,78.24177,28.7322,-77.31883,245.83563,206.7458,-49.389952,2.871819,3.50953,13.00166,1.02072,50.0,6.10674,-5.35008,-133.34023,-6.14076,6.15134,35.74266,-9.38543,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,a92dffe0-3561-11f1-a671-5d1d2493b561,90.68125,29.97888,,10.02984,,,,0.25743,3.00285,-0.47164,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:48:18.67,2026-04-10T21:48:18.6731008-07:00,2026-04-11T04:48:18.6731008Z,LineDrive,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,9312ec5d-487a-4709-b295-5ddccc682919,54.23321,-134.47018,17.87133,6.29618,-5.84405,-4.69272,1.19293,-5.54454,3.07567,,0.25752,91.10846,-19.44191,4.12668,-1.06413,0.35714,-0.11448,0.0224,-0.00184,3.00281,41.71052,-17.6095,1.3542,-0.1555,-0.04878,0.0384,-0.00922,0.00082,-0.47158,-79.74934,7.01324,-0.85809,0.00584,0.10471,-0.05376,0.01219,-0.00108,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,64.87318,2.55661,-11.92533
262,2026-04-10,3,7,Left,Left,Undefined,9,Top,1,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,92.22011,-3.802909,4.274482,2295.631938,159.299467,11:15,6.32137,-0.99037,6.31795,-10.04843,23.09588,-8.24776,1.96649,2.26653,82.79904,-5.824714,2.789295,0.414358,,,,,,,,,,,,5.63981,13.54623,0.68081,50.0,6.03686,-9.59556,-133.16864,-9.03475,9.95076,33.25563,-8.2733,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,b9daf370-3561-11f1-a671-5d1d2493b561,90.96585,,,9.42106,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:48:46.62,2026-04-10T21:48:46.6288128-07:00,2026-04-11T04:48:46.6288128Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,d5d5b298-5456-41c2-a8f7-883a193eeca4,54.17494,-134.20718,16.62782,6.31497,-8.77639,-4.13665,0.98532,-9.90631,4.97538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
263,2026-04-10,4,1,Left,Right,Undefined,9,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,91.39436,-3.22405,1.53538,2272.604626,148.046675,11:00,6.39601,-1.50243,6.15084,-13.36946,20.28367,-11.8815,2.29884,-1.07362,82.44897,-5.829668,-0.607225,0.417527,,,,,,,,,,,,6.57559,11.83288,1.39136,50.0,6.14354,-3.03381,-132.39801,-7.77836,11.50393,32.06065,-11.47257,SOU_TRO,IOW_HAW,DedeauxField,D1,BIG10,20260410-DedeauxField-1,d0fd0a20-3561-11f1-a671-5d1d2493b561,90.27555,,,8.94539,,,,,,,62684f8d-8c64-4301-93bc-24b482f6fa12,2026-04-11,04:49:25.40,2026-04-10T21:49:25.4020096-07:00,2026-04-11T04:49:25.4020096Z,,v3,5047,1232,35085,"Cadena, Isaac",822347,Right,SOU_TRO,a89ad178-13d5-4f9a-9c1c-ec0ff388fb57,54.34331,-133.44561,16.03033,6.39158,-7.40349,-5.73628,1.49663,-3.40971,5.75197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,
